state_code,state,lga_name,serviceProviders,CondomDistribution,FamilyLifeAndHivAidsEducationFlheSexualityEducation,GenderAndHumanRightsGhr,HarmReductionMedicationAssistedTreatmentMat,HarmReductionNeedleAndSyringeExchange,HivSelfTestingHivst,HivTestingServicesHts,MentalHealthServices,Pre.ExposureProphylaxisPrep,SocialAndBehaviourChangeCommunicationSbcc,StiScreeningAndTreatment,TechnicalAssistanceTa,agywInSchool,agywOutOfSchool,abymInSchool,abymOutOfSchool,childrenLivingWithHIV,generalPopulation,hivExposedInfants,idp,kpFsw,kpMsm,kpPeopleInEnclosedSettings,kpPwid,kpTransgender,ovc,parents,peopleLivingWithDisabilities,plhiv,serodiscordantCouples,teachers,faithLeaders,fishermen,pastoralists,transportWorkers,community,school,facility,PreExposureProphylaxisPrep
BE,Benue,Ukum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE,Benue,Ushongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE,Benue,Vandeikya,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Abadam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Askira Uba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Bama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Bayo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Biu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Chibok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Damboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Dikwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Gubio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Guzamala,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Gwoza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Hawul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Jere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Kaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Kala Balge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Konduga,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Kukawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Kwaya Kusar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Mafa,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Magumeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Maiduguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Marte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Mobbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Monguno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Ngala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Nganzai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR,Borno,Shani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Abi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Akamkpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Akpabuyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Bakassi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Bekwarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Biase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Boki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Calabar Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Calabar South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Etung,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Ikom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Obanliku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Obubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Obudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Odukpani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Ogoja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Yakurr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR,Cross River,Yala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Aniocha North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Aniocha South,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Bomadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Burutu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ethiope East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ethiope West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ika North East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ika South,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Isoko North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Isoko South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ndokwa East,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ndokwa West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Okpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Oshimili North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Oshimili South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Patani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Sapele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Udu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ughelli North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ughelli South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Ukwuani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Uvwie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Warri North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Warri South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delta,Warri South-West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Abakaliki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Afikpo North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Afikpo South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ebonyi,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ezza North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ezza South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ikwo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ishielu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ivo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Izzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ohaozara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Ohaukwu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EB,Ebonyi,Onicha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED,Edo,Akoko-Edo,7,7,7,7,5,7,7,7,7,9,7,7,7,4,4,3,3,3,4,3,2,3,3,2,5,2,2,2,2,4,2,3,2,3,2,3,7,3,3,5
ED,Edo,Egor,18,17,18,18,11,18,15,18,18,0,13,18,18,9,8,6,6,7,10,8,6,11,9,7,11,6,6,8,6,10,4,6,5,4,4,7,18,9,7,9
ED,Edo,Esan Central,7,7,7,7,4,7,6,7,7,0,7,7,7,4,5,4,5,3,5,3,2,4,4,4,5,3,4,4,2,4,3,3,4,3,3,3,7,3,4,4
ED,Edo,Esan North-East,7,7,7,7,4,7,6,7,7,0,7,7,7,4,4,4,4,3,4,3,2,4,3,4,4,3,4,4,2,5,3,3,4,2,3,3,7,3,4,4
ED,Edo,Esan South-East,9,9,9,9,6,9,8,9,9,0,9,9,9,4,5,4,5,3,6,3,2,4,3,4,4,3,4,4,2,6,3,4,4,3,3,4,9,3,5,6
ED,Edo,Esan West,10,10,10,10,7,10,9,10,10,0,10,10,10,5,7,5,7,4,7,4,2,5,5,4,6,4,5,5,2,6,4,3,4,4,3,3,10,3,5,6
ED,Edo,Etsako Central,7,7,7,7,5,7,7,7,7,6,7,7,7,3,4,3,4,3,4,3,2,4,3,2,4,3,3,3,2,4,3,2,2,3,2,2,7,2,3,4
ED,Edo,Etsako East,6,5,6,6,3,6,6,6,6,0,5,6,6,3,3,3,3,3,4,3,2,3,2,2,3,2,3,4,2,3,3,3,3,2,2,3,6,2,2,2
ED,Edo,Etsako West,7,7,7,7,4,7,6,7,7,0,7,7,7,4,5,4,5,4,5,3,2,3,2,2,3,2,3,3,2,4,3,2,2,3,2,2,7,2,2,3
ED,Edo,Iguegben,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED,Edo,Ikpoba-Okha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ED,Edo,Orhionmwon,8,8,8,8,3,8,8,8,8,0,7,8,8,5,5,5,5,5,5,5,5,6,5,4,5,3,5,5,5,5,4,4,4,4,4,5,8,4,4,4
ED,Edo,Oredo,21,21,21,21,13,21,17,21,21,0,19,21,21,12,11,9,9,9,10,8,7,10,9,7,12,7,7,8,7,13,5,6,5,6,5,7,21,9,7,12
ED,Edo,Ovia North-East,13,12,13,13,8,13,12,13,13,0,11,13,13,6,6,5,5,6,8,6,5,8,6,4,8,4,4,7,6,7,3,6,5,4,4,7,13,6,4,8
ED,Edo,Ovia South-West,10,10,10,10,6,10,9,10,10,0,9,10,10,4,4,4,4,4,6,4,4,7,5,3,6,3,3,5,4,5,2,4,3,3,3,5,10,4,4,7
ED,Edo,Owan East,6,6,6,6,4,6,6,6,6,0,6,6,6,3,3,3,3,3,4,3,2,3,2,2,3,2,3,3,2,4,3,3,2,2,2,3,6,2,3,3
ED,Edo,Owan West,7,7,7,7,5,7,6,7,7,0,6,7,7,3,3,3,3,3,5,4,2,4,3,2,3,2,3,3,2,5,3,3,2,2,2,3,7,2,4,3
ED,Edo,Uhunmwonde,11,11,11,11,6,11,10,11,11,0,10,11,11,6,8,6,8,5,9,5,4,4,4,4,5,2,5,6,5,6,3,6,5,6,4,7,11,4,5,7
EK,Ekiti,Ado-Ekiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EK,Ekiti,Efon,3,3,3,3,2,3,3,3,3,0,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2
EK,Ekiti,Ekiti East,5,5,5,5,5,5,5,5,5,0,5,5,5,3,4,3,3,4,4,5,4,4,5,2,4,3,3,4,4,4,3,3,3,2,3,4,5,1,4,5
EK,Ekiti,Ekiti South-West,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3
EK,Ekiti,Ekiti West,4,4,4,4,4,4,3,4,4,0,4,4,4,2,4,2,3,2,3,4,3,3,4,2,3,2,3,3,4,3,3,3,3,3,4,4,4,2,3,4
EK,Ekiti,Emure,4,4,4,4,4,4,4,4,4,0,4,4,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,2,2,4
EK,Ekiti,Gbonyin,4,4,4,4,4,4,4,4,4,0,3,4,4,2,3,2,3,3,3,4,3,2,3,2,3,2,3,3,3,3,2,2,2,2,3,3,4,1,3,3
EK,Ekiti,Ido-Osi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EK,Ekiti,Ijero,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3
EK,Ekiti,Ikere,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,2,2,4
EK,Ekiti,Ikole,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3
EK,Ekiti,Ilejemeje,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3
EK,Ekiti,Irepodun/Ifelodun,3,3,3,3,3,3,3,3,3,0,3,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,3,3,3,1,2,3
EK,Ekiti,Ise/Orun,4,4,4,4,4,4,4,4,4,0,4,4,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,2,2,4
EK,Ekiti,Moba,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
EK,Ekiti,Oye,4,4,4,4,3,4,3,4,4,0,3,4,4,3,4,3,4,3,3,3,3,2,3,2,3,2,2,3,4,3,3,3,3,2,3,4,4,1,3,3
EN,Enugu,Aninri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Awgu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Enugu East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Enugu North,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Enugu South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Ezeagu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Igbo Etiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Igbo Eze North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Igbo Eze South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Isi-Uzo,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Nkanu East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Nkanu West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Nsukka,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Oji River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Udenu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Udi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN,Enugu,Uzo-Uwani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC,Federal Capital Territory,Abaji,3,3,3,3,1,3,3,3,3,0,2,3,3,1,2,1,2,2,3,2,1,2,2,2,2,1,1,2,3,2,2,1,1,0,2,2,3,1,3,2
FC,Federal Capital Territory,Bwari,5,4,5,5,0,5,5,5,5,0,4,5,5,3,3,2,2,3,2,2,1,3,2,2,3,2,2,2,3,4,2,2,2,0,2,2,5,1,5,3
FC,Federal Capital Territory,Gwagwalada,6,6,6,6,2,6,6,6,6,0,5,6,6,3,4,3,4,3,4,2,1,4,3,4,4,2,2,3,3,4,3,2,2,1,2,3,6,2,6,5
FC,Federal Capital Territory,Kuje,4,4,4,4,1,4,4,4,4,0,3,4,4,2,2,2,2,2,2,1,1,3,2,3,3,2,2,1,1,3,2,1,1,1,1,2,4,1,4,4
FC,Federal Capital Territory,Kwali,5,5,5,5,2,5,5,5,5,0,4,5,5,2,3,2,3,3,4,2,1,4,3,4,3,2,2,3,3,3,3,2,2,1,2,3,5,2,5,4
FC,Federal Capital Territory,Abuja Municipal Area Council,4,4,4,4,0,4,4,4,4,0,3,4,4,2,2,2,2,2,2,1,1,2,2,2,3,2,1,1,2,3,2,1,1,0,2,2,4,0,4,3
GO,Gombe,Akko,6,6,6,6,3,6,6,6,6,0,6,6,6,1,1,1,1,2,2,1,1,2,2,0,4,2,2,1,1,3,1,1,0,0,0,1,6,1,1,5
